Age,Gender,Country,State,Back-End,Front-End,Designer,Dev-Ops,Dev_Evang,Executive,HR,One-Person,Supervisor,Self_Employed,Remote,1_to_5,6_to_25,26_to_100,101_to_500,500_to_1000,Thousand+,Tech,Health_Care_Options,Do you know the options for mental health care available under your employer-provided coverage?,Boss_Mental_Health_Awareness,Resources,Anonymity ?,Leaving_Ease ,Supervisor_Negative_Consequence,Supervisor_Physical_Health_Negative,Co-Workers_Discussion,Supervisor_Mental_Health,Employer_Mental_Equal_Physical_Health,Negative_Co-Worker_Mental_Health ,Previous_Employer,Previous_Health_Benefits,Health_Care_Awareness ,Prev_Employers_Talk_Mental_Health ,Previous_Resources ,Previous_Anonymity ,Previous_Mental_Health_Discuss_Neg_Consequences ,Previous_Employer_Discuss_Physical_Health_Neg_Conseq,Mental_Health_Co-Workers ,Mental_Health_Supervisor ,Previous_Employer_Mental_Physical_Equal , Previous_Co-Worker_Mental_Health_Neg_Consequences ,Interview_Physical_Health_Awareness ,Interview_Mental_Health_AwarenessWould you bring up a mental health issue with a potential employer in an interview?,Mental_Health_Hurt_Career ,Co-Worker_Aware_Mental_Health_Issues ,Willing_Family_Mental_Health_Awareness ,Previous_Workplace_Poor-Response-Mental ,Family_History,Past_Mental_Health_Issue,Current_Mental_Health_Issue ,Addictive,Anxiety,ADHD,Autism,Burnout,Physical_Mental,Mood,Eating,Personality,PTSD,OCD,Substance,Have you ever sought treatment for a mental health issue from a mental health professional?,Treated_Interference_Mental_Health,No_Treatment_Interference_Mental_Health 
36,Female,United States of America,Vermont,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,2,2,0,1,1,5,0,0,1,1,1,0,1,3,3,3,2,1,1,0,1,2,3,1,0,0,2,2,-1,2,0,0,0,,,,,,,,,,,,,0,1,1
46,Male,United States of America,Illinois,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,2,2,2,1,2,3,0,0,0,0,2,0,1,1,0,0,0,1,2,1,1,1,0,0,1,1,1,0,3,0,1,0,0,,,,,,,,,,,,,0,1,1
39,Male,Netherlands,,1,0,0,1,1,1,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,1,2,2,0,1,1,2,1,1,2,2,1,1,1,2,1,3,2,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
28,Female,United States of America,California,1,0,0,0,0,0,0,0,0,0,1,,,,,,,1,3,3,0,0,1,1,1,0,1,2,0,0,1,0,0,0,0,1,2,0,1,2,1,0,0,0,1,1,3,0,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,1,3,4
40,Male,United States of America,Washington,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,3,1,1,1,1,2,1,0,0,0,1,0,1,1,0,0,0,1,3,1,0,0,0,1,0,0,2,2,-1,-1,0,0,0,,,,,,,,,,,,,0,1,1
23,Male,United States of America,Pennsylvania,1,0,0,0,0,0,0,0,0,0,1,,,,,,,1,2,1,0,0,1,3,2,0,1,2,0,0,0,,,,,,,,,,,,1,0,2,1,4,0,1,2,2,,,,,,,,,,,,,1,4,4
30,Male,United States of America,North Carolina,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,2,2,0,0,1,2,0,0,2,2,1,0,1,0,0,0,0,1,1,0,2,3,1,0,2,2,1,1,3,0,2,0,0,,,,,,,,,,,,,0,1,1
27,Male,Netherlands,,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,2,0,0,1,1,2,0,1,1,0,1,0,,,,,,,,,,,,0,0,1,1,3,1,1,1,1,,,,,,,,,,,,,0,1,3
31,Male,United States of America,Indiana,1,1,0,0,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,1,2,1,1,2,1,0,1,0,2,2,3,1,0,2,1,,,,,,,,,,,,,1,4,4
39,Female,United States of America,North Carolina,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,3,0,0,1,1,1,0,1,0,0,0,1,2,2,0,0,1,2,0,1,2,1,0,1,1,1,1,3,1,2,2,1,,,,,,,,,,,,,1,3,3
34,Female,United States of America,New York,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,1,3,3,0,2,2,3,1,1,1,1,0,0,1,3,3,0,2,3,1,2,0,1,0,0,1,1,1,1,3,1,2,0,2,,,,,,,,,,,,,1,3,3
30,Male,United States of America,North Carolina,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,3,3,0,0,2,5,0,0,0,2,2,0,0,,,,,,,,,,,,0,0,2,0,1,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,1,2,4
30,Male,Denmark,,1,1,0,0,0,1,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,1,0,3,0,0,1,2,1,1,2,2,0,2,2,0,0,3,0,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0,1,2,4
31,Male,United States of America,Missouri,0,0,1,0,0,0,0,0,0,0,1,,,,,,,0,2,1,0,1,1,4,0,0,2,2,1,0,1,0,0,0,0,1,3,2,1,0,0,1,2,2,1,1,-1,1,0,0,1,,,,,,,,,,,,,0,1,1
30,Male,United States of America,California,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,3,3,2,2,2,5,0,0,2,2,2,0,1,3,3,1,0,1,1,0,1,0,1,0,2,0,1,0,3,0,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,1,3,4
32,Male,United States of America,Kansas,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,3,2,0,1,1,1,2,0,0,0,1,0,0,,,,,,,,,,,,0,0,2,1,3,0,2,1,1,,,,,,,,,,,,,0,1,1
22,Male,Czech Republic,,1,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,1,1,2,2,1,2,2,0,0,,,,,,,,,,,,,1,0,3
37,Female,Belgium,,1,0,0,0,0,0,0,0,0,1,2,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,1,3,2,1,2,0,1,1,2,2,2,3,2,2,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,3,4
51,Male,United States of America,Indiana,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,3,3,0,2,2,3,1,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,0,1,1,1,0,3,0,0,0,0,,,,,,,,,,,,,0,1,1
26,Male,United States of America,Tennessee,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,1,0,0,1,3,0,0,1,2,1,0,1,0,0,0,0,1,2,1,1,2,0,0,1,1,0,1,4,0,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,1,2,4
41,Female,United States of America,Minnesota,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,3,3,2,2,2,4,0,0,2,2,2,0,1,2,0,0,1,1,2,0,1,0,2,1,2,0,1,0,4,2,2,2,0,,,,,,,,,,,,,1,0,4
39,Female,United States of America,District of Columbia,1,0,0,0,0,0,0,0,0,0,1,,,,,,,1,2,2,0,1,1,2,0,0,1,1,1,0,1,1,0,0,0,1,2,1,1,2,0,0,1,0,2,1,3,0,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4
43,Male,United States of America,Tennessee,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,3,1,0,0,0,2,1,0,0,0,1,0,1,3,2,0,0,2,2,0,0,2,2,0,0,0,2,2,2,1,2,2,1,,,,,,,,,,,,,1,2,3
30,Male,United Kingdom,,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,2,2,0,0,1,2,0,0,2,2,1,0,1,2,2,2,1,2,2,0,1,2,2,0,2,2,1,0,4,0,2,0,1,,,,,,,,,,,,,0,2,2
24,Female,United States of America,Illinois,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,3,3,2,1,1,5,0,0,1,2,2,0,1,1,0,1,0,1,2,1,0,0,0,0,1,0,1,0,-1,0,1,0,0,,,,,,,,,,,,,0,1,1
30,Male,Netherlands,,1,0,0,1,0,0,0,1,0,1,1,,,,,,,,,,,,,,,,,,,,1,3,3,0,0,1,1,0,0,0,1,0,1,0,1,1,3,-1,0,2,2,,,,,,,,,,,,,1,1,1
48,Female,United States of America,Washington,0,1,1,0,0,0,0,1,0,1,1,,,,,,,,,,,,,,,,,,,,1,2,2,0,0,1,2,1,0,1,1,0,0,0,2,2,3,2,1,2,2,0,0,0,0,0,0,1,0,0,0,0,0,1,2,3
55,Female,United States of America,Nevada,1,1,0,1,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,1,2,2,2,1,3,2,1,1,2,2,1,1,1,1,1,3,2,2,1,1,,,,,,,,,,,,,1,3,4
36,Female,United States of America,Indiana,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,2,0,1,0,2,1,2,0,1,0,1,3,3,3,2,2,2,1,1,2,1,1,1,0,1,1,3,2,1,1,1,,,,,,,,,,,,,1,1,4
38,Male,Netherlands,,1,0,0,0,0,1,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,1,2,2,0,0,1,1,0,1,2,1,0,2,2,1,1,3,0,0,0,0,,,,,,,,,,,,,0,1,1
34,Male,France,,0,1,0,0,0,0,0,0,0,0,1,,,,,,,1,2,1,1,1,1,5,1,1,2,2,1,0,1,1,0,1,0,1,2,1,1,2,0,1,0,1,1,0,4,0,0,0,0,,,,,,,,,,,,,0,1,1
44,Female,United States of America,Illinois,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,3,1,0,0,0,4,1,0,0,1,2,0,1,1,1,0,0,1,1,0,0,0,2,0,1,0,2,2,2,0,0,0,0,,,,,,,,,,,,,0,1,1
45,Male,United States of America,Georgia,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,2,0,1,1,0,1,1,0,1,1,0,1,3,2,0,0,1,1,1,1,2,1,0,0,0,1,1,3,0,1,2,1,,,,,,,,,,,,,1,2,3
45,Male,United States of America,Oregon,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,3,1,0,1,1,1,2,1,1,0,0,0,1,2,2,2,1,0,3,1,0,0,0,1,1,0,2,2,0,2,1,2,1,,,,,,,,,,,,,1,2,4
30,Male,United States of America,Utah,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,2,0,0,1,1,2,0,1,2,0,0,1,0,0,0,0,1,2,0,1,2,0,1,2,0,2,1,3,2,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3
34,Male,United States of America,Tennessee,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,1,0,2,2,3,1,0,1,2,1,0,1,2,2,2,1,1,1,0,0,0,0,1,0,0,2,1,2,2,1,2,2,,,,,,,,,,,,,1,2,2
37,Male,United States of America,Connecticut,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2,1,2,1,1,2,0,0,1,2,2,0,1,1,0,0,0,1,1,0,1,2,2,0,0,0,0,0,3,1,2,0,0,,,,,,,,,,,,,0,1,1
38,Male,United States of America,Tennessee,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,2,0,1,2,3,1,0,0,1,1,0,1,2,2,0,1,1,2,0,0,1,1,0,1,1,2,1,-1,0,0,0,0,,,,,,,,,,,,,0,1,1
31,Male,United States of America,Virginia,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,3,1,0,1,1,3,0,0,0,1,2,0,1,1,0,0,0,1,2,0,0,1,0,0,1,0,1,1,2,0,0,0,1,,,,,,,,,,,,,1,2,3
33,Male,United States of America,Florida,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,2,2,0,1,1,4,0,0,2,2,1,0,1,2,3,2,1,2,0,0,2,3,1,0,2,1,1,0,3,0,0,0,0,,,,,,,,,,,,,0,1,1
29,Female,United States of America,New York,0,0,0,0,0,0,0,0,0,0,1,,,,,,,1,3,3,0,1,1,1,2,0,0,0,0,0,1,3,2,2,1,1,2,0,1,2,0,0,1,0,1,1,3,1,1,2,2,0,0,0,0,0,0,1,0,0,0,0,0,1,2,3
35,Male,United States of America,California,1,0,0,0,0,0,0,0,0,0,1,,,,,,,1,3,3,2,2,2,4,0,0,2,2,1,0,1,2,2,1,1,2,2,1,1,2,2,1,2,1,1,0,4,2,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,1,2,3
26,Female,United States of America,Illinois,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,2,1,0,1,1,3,2,1,0,1,1,0,1,1,0,0,0,1,1,0,1,2,1,0,0,0,2,1,3,1,1,0,0,,,,,,,,,,,,,0,1,1
36,Female,United States of America,Maryland,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,3,1,0,1,1,3,1,0,1,2,2,0,1,1,0,0,0,1,1,1,1,2,2,0,1,1,2,2,3,1,2,1,1,,,,,,,,,,,,,1,3,3
21,Male,United Kingdom,,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,2,1,0,1,3,1,1,1,1,1,0,0,,,,,,,,,,,,1,0,2,2,1,0,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,1,3,3
34,Female,United States of America,Washington,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,3,2,0,0,0,4,1,0,0,2,2,0,1,2,0,0,1,0,2,0,1,3,2,0,2,0,2,2,4,0,1,2,2,0,0,0,0,0,0,1,0,0,0,0,0,1,2,4
40,Male,Germany,,1,0,0,0,0,0,0,0,0,1,2,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,1,1,0,1,0,1,1,0,0,2,2,4,0,1,1,1,,,,,,,,,,,,,0,1,1
35,Male,United States of America,Indiana,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,3,1,0,0,1,0,2,1,1,1,0,1,1,2,2,0,0,1,2,1,1,2,2,1,1,0,2,0,3,2,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,1,2,4
44,Male,United States of America,Oregon,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,3,3,0,1,0,4,0,0,2,2,2,0,1,0,3,0,0,1,2,1,0,0,0,1,1,0,2,1,4,1,0,0,0,,,,,,,,,,,,,1,0,4
45,Male,United States of America,Michigan,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,2,1,0,0,0,1,1,0,0,0,0,0,3,1,0,0,0,2,0,0,2,2,3,2,0,0,0,,,,,,,,,,,,,0,1,1
42,Male,United States of America,Illinois,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,3,3,1,2,2,5,0,0,1,2,2,0,1,2,3,2,1,3,0,0,1,2,2,0,2,2,0,0,4,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3
40,Male,United States of America,Colorado,1,0,0,1,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,1,2,2,0,1,2,2,0,1,2,0,1,1,1,2,1,3,2,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,3
50,Female,United States of America,Michigan,0,0,0,0,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,0,2,2,3,-1,0,2,0,,,,,,,,,,,,,1,3,4
36,Male,United States of America,New York,1,0,0,0,0,0,0,0,0,0,2,,,,,,,1,3,1,1,1,1,3,1,0,1,1,1,0,1,1,2,2,1,1,1,0,1,2,1,0,1,1,1,1,3,0,2,1,1,,,,,,,,,,,,,1,1,3
31,Female,United States of America,Minnesota,1,0,0,0,0,0,0,1,1,1,2,,,,,,,,,,,,,,,,,,,,1,3,2,0,0,3,2,0,2,2,2,1,1,0,1,1,4,1,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,1,3,4
29,Male,United States of America,Oregon,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,2,1,2,0,1,5,0,0,2,2,1,0,1,3,2,3,1,1,0,0,2,3,3,0,1,1,2,0,3,0,1,1,0,,,,,,,,,,,,,0,1,1
37,Male,United States of America,California,0,0,0,0,0,0,0,0,0,0,0,,,,,,,1,3,1,0,1,1,4,1,1,2,2,1,0,0,,,,,,,,,,,,2,1,2,0,0,0,0,0,0,,,,,,,,,,,,,0,1,1
31,Male,United States of America,California,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,2,0,1,2,0,2,1,1,1,1,0,1,2,1,0,0,1,2,1,1,2,0,1,0,0,2,0,2,1,1,2,2,0,0,0,0,0,0,1,0,0,0,0,0,1,3,4
42,Male,Canada,,1,1,0,1,0,0,0,0,1,0,2,0,0,0,0,0,1,0,2,1,0,0,1,1,2,1,0,0,0,0,1,0,0,0,0,1,2,1,0,1,0,0,0,0,2,2,1,-1,0,0,0,,,,,,,,,,,,,0,1,1
25,Male,United States of America,Indiana,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,3,3,0,1,2,4,1,1,0,0,0,0,1,2,1,2,0,1,2,1,0,0,2,0,0,0,2,1,2,0,0,1,0,,,,,,,,,,,,,0,1,1
27,Male,United States of America,California,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,3,3,0,2,2,5,0,0,1,2,2,0,1,1,0,0,1,1,1,0,0,1,1,0,2,0,2,1,3,2,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,1,3,4
41,Female,United States of America,Ohio,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,0,1,1,1,1,1,1,1,2,0,1,2,2,0,0,1,2,1,1,2,2,0,0,0,2,2,4,1,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,1,3,4
41,Female,United States of America,California,0,0,0,0,0,1,0,0,0,0,1,,,,,,,1,3,3,0,2,1,4,1,0,1,0,1,0,0,,,,,,,,,,,,2,0,2,1,3,1,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,2,4
55,Female,United States of America,California,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,3,2,2,2,5,2,1,0,0,2,0,0,,,,,,,,,,,,1,0,2,2,-1,0,1,0,0,,,,,,,,,,,,,1,1,1
21,Male,United States of America,California,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,2,2,2,2,1,0,1,1,0,0,1,0,2,1,0,1,1,1,0,0,0,0,2,1,2,1,3,1,0,2,2,,,,,,,,,,,,,0,1,1
37,Male,Netherlands,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,2,2,0,1,5,1,1,0,1,2,0,1,3,2,0,0,1,1,0,0,2,1,0,1,1,2,1,-1,0,0,0,0,,,,,,,,,,,,,0,1,1
34,Female,Netherlands,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,1,0,1,2,5,1,1,1,2,1,0,1,0,0,0,0,2,2,1,1,2,2,0,1,1,1,1,-1,-1,0,0,0,,,,,,,,,,,,,0,1,1
40,Male,United Kingdom,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,0,2,1,3,1,0,0,0,1,0,1,1,0,0,1,1,1,0,1,0,1,0,1,0,1,1,1,0,1,0,1,,,,,,,,,,,,,0,1,3
25,Male,Netherlands,,1,0,0,0,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,2,2,1,0,3,0,1,1,1,,,,,,,,,,,,,0,3,4
36,Male,Germany,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,2,2,1,1,4,1,0,0,1,1,0,1,1,0,1,1,1,2,0,1,2,0,0,2,0,2,2,-1,1,0,0,1,,,,,,,,,,,,,0,1,3
25,Male,Germany,,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,0,0,0,4,1,1,2,1,0,0,1,2,2,0,1,2,2,1,1,2,2,1,1,0,2,2,3,2,0,0,1,,,,,,,,,,,,,0,3,3
35,Male,United States of America,Florida,1,1,0,0,0,0,0,0,0,0,2,,,,,,,1,2,2,0,1,1,2,1,0,1,2,1,0,1,1,0,1,0,1,1,1,1,3,1,0,1,1,1,1,3,0,0,0,0,,,,,,,,,,,,,0,1,1
37,Male,United States of America,North Carolina,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,1,2,0,0,1,2,1,1,1,1,1,0,1,2,2,0,1,1,1,1,1,2,2,0,1,0,2,1,3,1,1,1,0,,,,,,,,,,,,,1,1,1
45,Male,United States of America,Ohio,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,1,0,2,1,2,1,1,0,1,0,0,1,2,1,0,1,1,1,1,0,2,1,0,0,0,2,2,1,0,1,1,1,,,,,,,,,,,,,0,1,3
26,Male,United States of America,Oregon,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,2,1,1,2,2,0,0,1,0,2,0,0,2,1,0,0,0,2,0,0,0,2,1,0,1,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,1,3,4
23,Male,United States of America,Illinois,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,3,2,0,1,2,4,1,1,1,0,1,0,0,,,,,,,,,,,,1,0,2,1,3,0,0,0,0,,,,,,,,,,,,,0,1,1
22,Female,United States of America,Oregon,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,3,3,0,0,2,1,1,0,0,0,0,0,1,2,1,0,0,2,2,0,0,2,0,1,1,1,2,1,3,2,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,1,3,4
46,Female,United States of America,Illinois,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,2,2,0,0,1,4,0,0,1,1,1,0,1,1,0,1,0,1,2,0,1,2,2,1,0,0,1,2,3,1,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,1,2,4
31,Male,United Kingdom,,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,2,0,2,4,0,0,2,2,2,0,1,0,1,0,0,1,1,0,0,1,0,1,2,2,1,1,2,0,0,0,0,,,,,,,,,,,,,0,1,1
27,Male,United States of America,California,1,0,0,0,1,0,0,0,0,0,2,,,,,,,1,3,2,1,1,1,5,0,0,2,2,2,0,1,1,0,0,0,1,2,0,0,1,1,0,2,1,0,0,4,0,2,1,2,0,0,0,0,0,0,1,0,0,0,0,0,1,3,4
37,Male,United Kingdom,,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,2,1,5,0,0,2,2,2,0,1,1,0,0,0,1,3,0,1,1,0,0,1,1,1,0,4,0,1,1,0,,,,,,,,,,,,,0,1,1
37,Male,United Kingdom,,0,0,0,1,0,0,0,0,0,0,0,,,,,,,1,2,2,0,0,1,2,1,1,0,0,2,0,0,,,,,,,,,,,,1,1,2,0,3,0,0,0,0,,,,,,,,,,,,,0,1,1
23,Male,Netherlands,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,2,5,0,0,1,2,1,0,1,3,2,0,0,1,0,0,1,2,1,0,0,0,1,0,-1,0,2,0,0,,,,,,,,,,,,,1,2,3
40,Male,United States of America,Ohio,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,3,0,0,2,1,1,0,1,1,2,0,1,0,3,0,0,0,2,1,0,0,0,0,1,1,2,1,3,2,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,1,2,4
29,Male,Denmark,,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,4,0,0,1,2,0,0,1,1,0,0,0,2,2,0,1,2,0,0,2,1,1,0,3,0,0,0,0,,,,,,,,,,,,,0,1,1
37,Male,United States of America,California,1,1,0,0,1,0,0,0,0,0,1,,,,,,,1,3,3,2,2,2,4,0,0,2,2,2,0,1,1,0,1,2,1,1,0,1,2,2,0,1,1,0,0,3,0,1,2,2,0,0,0,0,0,0,1,0,0,0,0,0,1,3,4
34,Female,United States of America,California,0,0,0,0,0,0,1,0,0,0,0,,,,,,,1,3,3,1,2,2,1,0,0,2,2,2,0,1,2,2,2,1,3,2,0,1,2,2,1,1,0,1,1,-1,1,2,1,0,,,,,,,,,,,,,1,1,1
40,Male,United States of America,Iowa,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,3,1,0,1,1,5,0,0,2,2,2,0,1,2,2,0,0,1,3,1,0,2,0,0,1,1,0,1,4,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,1,2,4
39,Male,United States of America,California,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,3,1,0,1,1,5,1,0,1,1,1,0,1,1,0,0,0,1,1,0,1,2,2,0,2,0,2,2,4,1,0,2,1,,,,,,,,,,,,,1,0,3
28,Male,United States of America,Washington,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,3,2,1,2,1,4,1,0,1,1,2,0,1,1,0,1,1,1,2,1,1,2,2,0,1,1,1,1,3,0,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,1,2,3
28,Male,Belgium,,1,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,1,2,0,1,2,2,0,1,1,1,2,3,1,0,1,1,,,,,,,,,,,,,0,1,1
27,Male,Germany,,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1,2,0,0,0,0,1,0,1,0,3,0,0,1,1,0,0,0,2,0,1,0,1,0,1,0,2,0,0,,,,,,,,,,,,,0,1,1
48,Male,United Kingdom,,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,1,2,1,1,2,1,0,1,1,1,1,3,0,0,1,1,,,,,,,,,,,,,1,1,1
49,Female,United States of America,Connecticut,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,3,3,0,0,1,1,1,1,2,2,1,0,1,3,3,2,1,2,2,1,1,2,2,1,1,1,1,1,3,2,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,1,3,4
35,Male,United Kingdom,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,0,0,1,4,1,0,2,2,0,0,1,0,0,0,0,1,2,0,1,2,0,0,2,0,2,1,4,0,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0,1,3,4
35,Male,Sweden,,1,0,0,0,0,0,0,0,1,0,1,,,,,,,1,2,1,0,0,1,4,1,0,1,1,1,0,1,0,1,0,0,0,2,0,1,2,2,1,1,0,1,0,4,2,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,1,3,4
38,Male,United Kingdom,,0,0,0,0,1,0,0,0,0,1,2,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,1,3,0,1,2,0,0,2,1,1,0,0,0,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,1,4,4
32,Male,United States of America,California,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,3,3,2,2,2,2,1,0,2,1,2,0,1,3,2,0,1,3,2,0,1,0,0,0,2,0,1,1,2,1,2,2,0,,,,,,,,,,,,,1,2,4
42,Male,United States of America,Ohio,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,3,3,0,2,1,1,2,1,0,0,0,0,1,0,0,0,0,0,3,1,0,0,0,1,1,0,2,2,1,0,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,1,3,4
